0.275 	 7341.36363636 	 8.525
0.375 	 6357.26666667 	 8.6
0.375 	 6473.0 	 9.175
0.4 	 6326.3125 	 9.05
0.425 	 6380.64705882 	 9.025
0.45 	 5783.5 	 8.75
0.55 	 5651.77272727 	 9.25
0.225 	 7442.0 	 8.575
0.75 	 6723.03333333 	 9.625
0.9 	 5624.05555556 	 9.825
0.925 	 5146.05405405 	 9.925
0.95 	 4784.18421053 	 9.9
0.975 	 4535.66666667 	 9.95
1.0 	 4813.575 	 10.0
