0.325 	 38985.4705882 	 8.75
0.35 	 37001.2142857 	 8.75
0.575 	 35597.9565217 	 9.3
0.575 	 33435.4210526 	 9.15
0.7 	 32683.6428571 	 9.5
0.725 	 31594.24 	 9.475
0.775 	 29005.8064516 	 9.65

0.425 	 38042.1764706 	 8.7
0.775 	 34947.2258065 	 9.725
0.875 	 29777.5714286 	 9.85
0.9 	 25349.3888889 	 9.9
0.975 	 24138.0 	 9.975
1.0 	 21452.875 	 10.0
1.0 	 19843.325 	 10.0
